name	hash	compiles	blocker_category	blocker	equiv	equiv_detail
Darklang.ModelContextProtocol.Sampling.modelPreferencesToJson	058fd9a7d085c404da2e9b02619f1a434fdf39a35b78f3f9b19be261b6de361a	yes		94856 bytes	DIFF	DIFF|c=Object\ncostPriority\\nNumber\\\\n32695:884998496\nspeedPriority\\nNumber\\\\n1074003968:0\nintelligencePriority\\nNumber\\\\n1074003968:0|i=Object\ncostPriority\\nNumber\\\\n1074003968:0\nspeedPriority\\nNumber\\\\n1074003968:0\nintelligencePriority\\nNumber\\\\n1074003968:0
Darklang.Stdlib.Int64.shiftLeft	05b47ad1de6c0acb3b40276f101e02a051df14b0a390a92d16666a479680fb44	yes		608 bytes	match	match
Darklang.ModelContextProtocol.parseCompletionParams	05ba144e751f911eb182c5f8d380d9501694bdd46fba03822b8ecc45cb3b8634	yes		30288 bytes	match	match
Darklang.LLM.Agent.checkReasoningExcludes	05c78d758320e2b3ae4e83ea7dcb74262b6d4bb52536e39688fa28412c17a89c	yes		1496 bytes	match	match
Darklang.Cli.Sync.hasRelaySecret	05e375ad679e9ccbb46d6ef673bcfe6a4d8006bbc0c3059b751d072d4b61c946	yes		34576 bytes	match	match
Darklang.PrettyPrinter.RuntimeTypes.resolvePackageHash	05ead82ded4322d27a44e0e516d93934a0515ecf799d5e7efea601b3772b3d3b	yes		102624 bytes	match	match
Darklang.LanguageTools.LspServer.Diagnostics.packageOpsAndSources	05f3513f83c8501e0038d6e0dc1ead650892c2469d724b558c6109dd9530cc0f	yes		399552 bytes	noargs	noargs|TCustomType ({ originalName = ["Parser"; "CliScript"; "WTCliScriptModule"] resolved = Ok { name = Package (Hash "89748408b119d918f3e16a5e99d7077e6694cbde117b799357ad9c7fdd99cc06") location = Some { owner = "Darklang" modules = ["LanguageTools"; "Parser"; "CliScript"] name = "WTCliScriptModule" } } }, []), TCustomType ({ originalName = ["Parser"; "CliScript"; "PTCliScriptModule"] resolved = Ok { name = Package (Hash "6081179541a51989bd857570ea0e3621db192bcf57526bee27c86c9a10f33910") location = Some { owner = "Darklang" modules = ["LanguageTools"; "Parser"; "CliScript"] name = "PTCliScriptModule" } } }, [])
Darklang.Stdlib.Int8.fromUInt8	05fd1c0453457d33ad889a6e8bd6b4632687419fa768e1c7e636d95529df80e6	yes		44464 bytes	match	match
Darklang.Stdlib.Cli.Bash.deleteAlias	0602fd5a11b459f4544ea55affd784310f154444ec9667b9dd2c5fdfa7377854	yes		118448 bytes	ierr	ierr|[Function (Package (Hash "0602fd5a11b459f4544ea55affd784310f154444ec9667b9dd2c5fdfa7377854")); Function (Package (Hash "c1d936a9d6416417d06078075bfaeaed78227bdf8b8a44f039ee5e9308e31adb")); Function (Package (Hash "189de1cadcf99df79bf0bd7019f910e8fe4122e769f8d6b38b9238850ce53e7f"))]
Darklang.Stdlib.UInt32.fromInt16	0614b2546aae6bbbb5ca0c505bdcbb66fc3d5a0893548a2466e0095edd22100a	yes		45144 bytes	match	match
Darklang.LLM.Examples.Explainer.explainShowReasoning	0636e57571efbe54d4901b2c2645fb4834e5d74000da8869c502cf733c223eb8	no	compiler: ANF	ANF conversion error: Nested pattern in list element not yet supported		
Darklang.SCM.PackageOps.staleHashesFor	063d030e8637ae974affddc8af0cff9e9f96653a1e0d477f59364765cf760f16	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.Cli.Tests.testReplSplitsPastedStatements	0648bb81a5b41bbdd76ac18515428b4b09a43ba4c2d9570798c32847dfd18424	no	builtin not routed	unsupported-builtin: toRepr_v0		
Darklang.LanguageTools.PackageManager.ownerHasItems	064f2017928aa8c1ba7b9c2ed9965f5d83e6ac144f84bcfe38fb6a30525d911c	yes		35456 bytes	noargs	noargs|TUuid, TString
Darklang.WIP.AI.OpenAI.Chat.withMetadata	065790ef9cb4937710e91532f46583ac539dea31b0ed65b5835b99fd6e2476fc	yes		4328 bytes	match	match
Darklang.Stdlib.Int.toUInt16	065f81a711a7c596996f4170d753d13b030160e4f20109a9397c0b41511c8501	yes		45120 bytes	match	match
Darklang.Cli.Tests.testHelpCommand	0666e4f12da9987732e8cd8c80df88f61b624d22f61457aaa79a3ecfb51b6cdb	yes		86624 bytes	ierr	ierr|[Function (Package (Hash "0666e4f12da9987732e8cd8c80df88f61b624d22f61457aaa79a3ecfb51b6cdb")); Function (Package (Hash "1e22c17ef93a2f07d4438efb1509f61af7239ced341fe9ad8328d42a94b5863c")); Function (Package (Hash "62f655d1685e083cdb075b427c929148c4051690e4efd3546e882d1ce1577230")); ... ]
Darklang.Stdlib.Cli.File.dropThroughFirstNewline	066f732db9dd76b8c75c4509c7c7b56a32e9e6f6cfd8965e4e8b9255d22557a1	yes		18672 bytes	match	match
Darklang.LLM.Providers.Anthropic.createWithConfig	0686c5dc22176343309e59e7c42cab046bc619a7c8d1b21de005740671298741	no	compiler: ANF	ANF conversion error: Nested pattern in list element not yet supported		
Darklang.WIP.AI.Anthropic.Chat.handleResponse	0689276314eaf19b758b7300c36c4a6baa5f36b529f8f453418d8b80ddd49ab1	yes		360488 bytes	ierr	ierr|[]
Darklang.Stdlib.Cli.Shim.script	0693b8937a211774607e2cffb73966a415652c6f1dc600503fc3531a8f5b9135	yes		37224 bytes	ierr	ierr|[Function (Package (Hash "0693b8937a211774607e2cffb73966a415652c6f1dc600503fc3531a8f5b9135")); Function (Package (Hash "9ac4a4ebd7e87e532612e20f44c2b700f8920cb8ab62ad215a613f7303de99b3")); Function (Package (Hash "b67bbbab7a6e674cbea2d543b8c91739f73fae0ae37295aa62e20a705e3f3f77"))]
Darklang.SCM.PackageOps.rebaseMessage	06943361424cc89669ec33fa6557ee25d937cbf4e20e5d214a1cfce848937bd6	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.WIP.AI.OpenAI.Embeddings.parseEmbedding	069a0d57f7a6169f1b833ac90d968a26f188c424ea85db7a7f004cec20bfa282	yes		100328 bytes	cf	cf|compile: x86-64 code generation error: Unresolved virtual float register f3452 in x86-64 codegen
Darklang.LanguageTools.PackageManager.Value.find	06a9ab3383bb6b734bdc10cc64ad6c76285ea3f95b98e72e79375b3d0d7e236f	yes		79088 bytes	noargs	noargs|TUuid, TCustomType ({ originalName = ["ProgramTypes"; "PackageLocation"] resolved = Ok { name = Package (Hash "952f921bae69c1df53ffde67755738bd3071fa97165be6d1e30f1d8c3ee9c706") location = Some { owner = "Darklang" modules = ["LanguageTools"; "ProgramTypes"] name = "PackageLocation" } } }, [])
Darklang.SCM.Wire.reviewImportTo	06b13e1910f4072f38f53282c2e0d9b81fe840af70aa8ff03f0e3ef74b804f7d	no	builtin not routed	unsupported-builtin: scmResolveBranch_v0		
Darklang.Internal.DarkPackages.valueGetWithLocationHandlerFn	06b6592db25f3ddb59a394b6cdd1a102becb43ab3c6592f1e40463a9c161fb83	no	unsupported-type	unsupported-type: Darklang.LanguageTools.ProgramTypes.LocatedItem: not in the type closure		
Darklang.Cli.Outliner.Export.fromOpmlNodes	06ca54e6b3bae0c851040f18fb13dce9255a7c5fe76d0052c1a1fc1a7eff3667	yes		136088 bytes	noargs	noargs|TCustomType ({ originalName = ["Outline"] resolved = Ok { name = Package (Hash "bdae473affdb05b9e3de1be65c3bb42a3eb1263e6691830a372bc7472d3f5b49") location = Some { owner = "Darklang" modules = ["Cli"; "Outliner"] name = "Outline" } } }, []), TCustomType ({ originalName = ["Stdlib"; "Option"; "Option"] resolved = Ok { name = Package (Hash "c58cf283d0e5d6634a76fa30ea5b0d29e615e1c4fe1cc2bfca27077cd72bc072") location = Some { owner = "Darklang" modules = ["Stdlib"; "Option"] name = "Option" } } }, [TInt]), TList (TCustomType ({ originalName = ["Darklang"; "Opml"; "Node"] resolved = Ok { name = Package (Hash "f61dc57c4d280ab92a82ee01456f336d71a495c47cddab38fe0793492d17e921") location = Some { owner = "Darklang" modules = ["Opml"] name = "Node" } } }, []))
Darklang.Stdlib.UInt16.toString	06d09d4b1afbbf0c75c223b719757472c233101fc2be32c83752b30ee91e4f65	yes		1488 bytes	match	match
Darklang.Cli.Packages.Tree.help	06e908b6d9e5b53c95c2fe1d4152e85b3c8362d8bc1fffbc677eab21f7ecd7dd	yes		29480 bytes	noargs	noargs|TCustomType ({ originalName = ["AppState"] resolved = Ok { name = Package (Hash "66b13d6508c6716ee1851226d1a0c169f4bac2a6b43a85a9a80af5d7d19a1629") location = Some { owner = "Darklang" modules = ["Cli"] name = "AppState" } } }, [])
Darklang.WIP.AI.Anthropic.Response.getCitationsByType	071d2c74b8964d37ac0b08479945a87d6b27e818c115e54cf73d95c61a2db493	yes		88488 bytes	match	match
Darklang.Cli.Workbench.splitListPreview	0728b8c6934f1b56dbac9edc09e884559edd1c7f1868b5add2b41be936c2dbff	no	builtin routed, return type unmarshalable	unsupported-builtin: parserParseToWrittenTypes: T.07382e181d7d13690ef13b4f95f2ba8b07e7140332ce2af981d7a7296ba64e99: T.630e8cc6e7bed1a47eac5add8a5cdc1c2f3e5cf41ed220a258710f29669f4554: T.53a59a7e8a6a4e670834cb26ca70aa8475fc401aa447e2e85f32d434fd98f5f9: T.3cf6af515e205f67127fd5725bca0dd4f0b1e07ce234acd3d490c826d613cf8e: T.72db9e5ad59e416e141cfee8075f6b27cd44a2b11e315a508951411a667339f4: unmarshalable-return: TInt128		
Darklang.Cli.Installation.Helpers.cliVersion	0737a9b37887df30bc66185c955c19bb131ab41b4108a0b3933f4684801e08fb	yes		35304 bytes	match	match
Darklang.WIP.AI.Anthropic.Tools.numberProp	073aece121d5f3618875936b244828f5b22041e090d40ba1791a1aa7fee77567	yes		912 bytes	match	match
Darklang.Stdlib.Cli.UI.Chrome.frame	073e75e45907142d4c223cf604985a0fdfda9890ae500318c50a253a3c4d63ec	yes		664 bytes	match	match
Darklang.WIP.AI.Anthropic.Models.CacheType.parse	0747c71425a9d4c38095993c7a44745c420e4332731dff43c01e664b9260ea5f	yes		1328 bytes	match	match
Darklang.Stdlib.String.pluralize	07551adc71abc6caa41c70ab1e04fd8d928e7ccb65903616fdb8fe764ef7ce9a	yes		41824 bytes	match	match
Feriel.ModelContextProtocol.PushNotification.Tools.Pushover.sendNotification	076c2ceff40792034a012eedceeba81d27f70ce9cb45ec1788659289c55c1dd8	yes		180488 bytes	ierr	ierr|[Function (Package (Hash "076c2ceff40792034a012eedceeba81d27f70ce9cb45ec1788659289c55c1dd8")); Function (Package (Hash "cc02076d82618b580a3c90e949e7ba0d44084df256e1282303ee2cfa6a9dfbb5"))]
Darklang.SCM.Draft.needsYouCount	0771b94ebc6c60bedac1e97a179b12e07cf0c4dd5e4e39b5467232764f530ee8	yes		3840 bytes	match	match
Darklang.LanguageTools.LspServer.HoverInformation.createBuiltinTypeInfoIfInRange	0771ece8f9feb21b5b55cf47c3e61f844120f3785bc5b3a598172dfb3bc68c39	no	builtin not routed	unsupported-builtin: int128ToString_v0		
Darklang.LanguageTools.PackageManager.Function.getWithLocation	0773610c087b48045966f6ff752768f7725ac7022895d11ea8fb8f9181f6e1fe	no	builtin routed, return type unmarshalable	unsupported-builtin: pmGetFn: T.0cc514f99b65b8c6ca917880ae86966ad4fcfd256d59940fa9eb606317a3357a: T.51d1c6d465118e886efbf45f4a6abaa1282b52fc159df96cea2976cec73676ea: unmarshalable-return: TInt128		
Darklang.WIP.AI.Anthropic.Content.containerUploadBlock	0775a1a79c18bc8f184e742137a49024b3cb8ad5337c7305644482a7b6aa8d5f	yes		7344 bytes	match	match
Darklang.Stdlib.Cli.Gunzip.unzipToFile	0775d48dd75d32559d920b60a8041e1f5bbb8f846c9ba5bcb6940759a98e6c2c	yes		58560 bytes	ierr	ierr|[Function (Package (Hash "0775d48dd75d32559d920b60a8041e1f5bbb8f846c9ba5bcb6940759a98e6c2c")); Function (Package (Hash "a92dfa3e5f41b242eebf007c25ce947356edbc851da85ff13fafae3797e92255")); Function (Package (Hash "4418f63d8ba667391178c267346167ff63f0d0456c1bb84807287064c5fc68f6"))]
Darklang.Cli.handleKeyInput	0788898748f43e08af790cfcadcc7fa593a66ba4e3a84711bbb0036f890946d3	no	builtin not routed	unsupported-builtin: dateTimeToString_v0		
Darklang.ModelContextProtocol.ServerBuilder.Resources.handleResourceRequest	079128281818cbfcea383dc8103df249d4685a96ef149cccaf763ed8494ce200	yes		33912 bytes	noargs	noargs|TCustomType ({ originalName = ["McpServerBuilder"] resolved = Ok { name = Package (Hash "08dc2f58124c8f2fe9b631d7284cd7c5efbdd42be5e63ffdc1d522e5f41e20f4") location = Some { owner = "Darklang" modules = ["ModelContextProtocol"; "ServerBuilder"] name = "McpServerBuilder" } } }, []), TString
Stachu.DarklangParser.infixExpr	07be112a02f34f1adde9165707244f8b8cc11bd7c4399c74f7fba1b7b8a8bf1f	no	unsupported-type	unsupported-type: Stachu.DarklangParser.P: generic type alias		
Darklang.Stdlib.Cli.File.copy	07ca7018198140fe5c09dbeb811b68e144116008687b53f02777b6c9d902243a	yes		165616 bytes	ierr	ierr|[Function (Package (Hash "07ca7018198140fe5c09dbeb811b68e144116008687b53f02777b6c9d902243a")); Function (Package (Hash "92c2c873b798f70691da530f3b50b936212af7e7da0b11a00893072591db3aa1"))]
Darklang.LanguageServerProtocol.DocumentSync.TextDocument.TextDocumentSyncOptions.SaveOptionsOrBool.toJson	07d0a458e5455e3538db19acf3e421cbff5579170410d18f129fb24b2162269f	yes		3896 bytes	match	match
Darklang.LanguageTools.allBuiltinFns	07dc1cfde930d039a50729261946fbabce29d1d4d5b89cdda7011aa9b534ce6a	no	compiler: type error	Stdlib.List.map's 2nd parameter `fn` expects (String) -> T.f85a8fe29057d6cece428f186740cc5bacdb8d4856c70d09bf07c1078fbb75b9, but got T.f85a8fe29057d6cece428f186740cc5bacdb8d4856c70d09bf07c1078fbb75b9 (T.f85a8fe29057d6cece428f186740cc5bacdb8d4856c70d09bf07c1078fbb75b9)		
Darklang.Stdlib.Int.fromInt8	07e78562c8cce79e7ef822843a64e87b764145ba79fe8f99c9a68eff6d155c63	yes		39080 bytes	match	match
Darklang.Stdlib.Cli.Tui.Text.clipMarked	07f74facfa813b75f9dde73b80291894cbc3b241b6bc4995a3a6a13bcd2b9c1f	yes		43632 bytes	match	match
Darklang.SCM.PackageOps.authoredDraftOpCountFor	080302cc90b1971c8571001f61a6e53d531802a321b7b717cd40b071129c130e	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.LLM.Agent.checkFeatureSupported	08059193691faff80c06c2898de82af7ee61560ad8a67d3c2c4046f60a86ea70	yes		1600 bytes	match	match
Darklang.Cli.PropagateApp.launch	08102721ecea38e167751345cefa447f6df067b452bdf4fd4f7ea6f46a18c112	no	builtin routed, return type unmarshalable	unsupported-builtin: pmGetFn: T.0cc514f99b65b8c6ca917880ae86966ad4fcfd256d59940fa9eb606317a3357a: T.51d1c6d465118e886efbf45f4a6abaa1282b52fc159df96cea2976cec73676ea: unmarshalable-return: TInt128		
Darklang.WIP.AI.Anthropic.Tools.webSearchToolWithDomains	0838c24b0cda5565a3589ae58d6ebdb05081ff1c31dfbdd5fdd05f06e8ce03be	yes		1440 bytes	ierr	ierr|[]
Darklang.LanguageTools.SemanticTokens.TypeDeclaration.tokenize	0858f6e000e65593934e2b20ba4b16e9b581da37abe5d9fd41ee445e5c55ee96	no	other	MIR conversion error: Internal error: RefCountInc on non-variable		
Darklang.Cli.Workbench.loadErrorItems	086520d5d07e4340ba8a5a32c4eee8444587d95a9d24c54791ca666c70f83b43	no	unsupported-type	unsupported-type: Darklang.SCM.Conflicts.Candidate: not in the type closure		
Darklang.WIP.AI.Anthropic.Chat.promptWithSystem	086fb2c2593a302753fa08e4ea28d14b598741ef2a681bc87a9fc90bad0388e6	yes		668200 bytes	ierr	ierr|[Function (Package (Hash "086fb2c2593a302753fa08e4ea28d14b598741ef2a681bc87a9fc90bad0388e6")); Function (Package (Hash "cefad6b21f0c70f00a2da2cf9e6ff5d69c7ac6a3f237a3137901602ec946d19c")); Function (Package (Hash "03910c991648f63ccc53c73c56debe9cb12936c8c52b64dc6af0d1ff4c53b213")); ... ]
Darklang.LanguageTools.PackageManager.Type.find	08828cdf8d86e26741d07422ddd0235950a7b5f9d660eb20d0f504d99a39c38f	yes		79088 bytes	noargs	noargs|TUuid, TCustomType ({ originalName = ["ProgramTypes"; "PackageLocation"] resolved = Ok { name = Package (Hash "952f921bae69c1df53ffde67755738bd3071fa97165be6d1e30f1d8c3ee9c706") location = Some { owner = "Darklang" modules = ["LanguageTools"; "ProgramTypes"] name = "PackageLocation" } } }, [])
Darklang.Cli.ScmJson.commitsJson	088538eeff3c50d47a56e1c29bc428590a74213dfd1ce5020b3f9b8972634f4f	no	unsupported-type	unsupported-type: Darklang.Cli.ScmJson.CommitRowJson: not in the type closure		
Darklang.LLM.Agent.runWithHistory	088b3e0b8e1415e61d3bebe7af6f5729df2b6fa8332cf76c23f11589608fe267	no	compiler: ANF	ANF conversion error: Nested pattern in list element not yet supported		
Darklang.LspExtension.FileSystemProvider.Delete.DeleteFileParams.fromJson	088e37de0bfefb541cfdbe850edee84c1ff5d0c34b8d18cdb863b8527b1799c6	yes		34296 bytes	match	match
Darklang.LLM.Agent.withSeed	08a05163093b93fbe0e6a9019a910630d6c5f611f3cc9a303931c9a64dee2df8	yes		3128 bytes	noargs	noargs|TCustomType ({ originalName = ["Agent"] resolved = Ok { name = Package (Hash "86c42d870656f0505c376d394bcd5130a5133060ab33505275931d5b253a2c77") location = Some { owner = "Darklang" modules = ["LLM"; "Agent"] name = "Agent" } } }, []), TInt
Darklang.Cli.Listing.shouldCap	08a8d1cae8473e76f5e6f982c788a67431644a7f1485cb4b9ddd2e9ed064fd6d	yes		52680 bytes	match	match
Darklang.Stdlib.UInt64.bitwiseNot	08b0cbb7f8817373fc8225a8195d16caf6098eec6e706e67440b2dad0eb33433	yes		592 bytes	match	match
Darklang.Stdlib.Cli.UI.Prompt.select	08b6ee8a2bbd54ed2f66322188af01093f76546e2d8d5c966f32cc024f5be6cf	yes		87984 bytes	timeout	timeout|the compiler ran past the 90s budget
Darklang.SCM.PackageOps.branchHashHistoryFor	08be6c3ba311ecc13299f42bf81bebeaa27c189557f79f4b02c4a5d4b236d039	no	builtin not routed	unsupported-builtin: uuidParse_v0		
Darklang.WIP.AI.Anthropic.Batch.batchRequestToJson	08df2eb98263efc0cd08be8aaa8b5e46b4e387bfbe4a765d09cea1b8def7291e	yes		3392 bytes	match	match
Darklang.WIP.AI.OpenAI.Chat.developerMessageWithName	08f5878bfca11ac0cba66c81684bfc0a4dce94e11bbc33cd4727aa78a582e4ca	yes		824 bytes	match	match
Darklang.Cli.Workbench.previewLines	08fabe85d34fe0c5f218769449cbe84ca51987b861933bb170480b4e2065dcee	no	builtin not routed	unsupported-builtin: dateTimeParse_v0		
Darklang.LanguageTools.LspServer.Branches.withBranch	0901eb23f574d835a0f406fec70c527d7894f24cef438d9f4de1c41046e0849b	no	builtin not routed	unsupported-builtin: uuidParse_v0		
Darklang.ModelContextProtocol.ServerBuilder.Resources.handleResourceRequestWithTemplates	090eeeef384a8bc3bc699e7422f7013ae80e3a9d72f4c5d247870e2127942809	yes		36736 bytes	noargs	noargs|TCustomType ({ originalName = ["McpServerBuilder"] resolved = Ok { name = Package (Hash "08dc2f58124c8f2fe9b631d7284cd7c5efbdd42be5e63ffdc1d522e5f41e20f4") location = Some { owner = "Darklang" modules = ["ModelContextProtocol"; "ServerBuilder"] name = "McpServerBuilder" } } }, []), TString
Darklang.LanguageTools.SemanticTokens.QualifiedFnIdentifier.tokenize	0915538ac53ef2765dbf32d02d250a22813fa14031776e558feae60d7681b491	yes		73504 bytes	noargs	noargs|TCustomType ({ originalName = ["WrittenTypes"; "QualifiedFnIdentifier"] resolved = Ok { name = Package (Hash "0f68e49a14653866fe015d68714149c50cd572ab8aaf9f5c0e66cece4e4f3856") location = Some { owner = "Darklang" modules = ["LanguageTools"; "WrittenTypes"] name = "QualifiedFnIdentifier" } } }, [])
Darklang.WIP.AI.Anthropic.IntegrationTests.BatchTests.testGetBatchResults	091a6fc7c58dccb705f63dd6b71e11f890c25f6beab729170d3671933b69f202	no	unsupported-value	unsupported-value: package value did not bridge: value-dval: DBlob		
Darklang.Stdlib.Cli.Tui.Frame.changedRowsFrom	092359141e6740a1a6f84f22ce74ad1c4b4bca24df8012c23a4ce2e451a6e696	yes		38016 bytes	match	match
Darklang.Cli.Prompt.interactive	09365f6c9f124c577d2e01180ace30997c954ee606dd47397fd7ae68f547e0b6	yes		35248 bytes	match	match
Darklang.PrettyPrinter.ProgramTypes.db	093d2ff2f4cfaca0e2ca2eee229ff1c9abf155a938c80d0486bafc205e5a207a	no	compiler: type error	fn.bdc0182db080eaabd72ceb770e766108ccb50f975b90a93469b96a4cbb42a018's return value expects T.e71f0b957a65c831dc95638fc1aff58944af1fc3c30bb1405613ec3a4d66db51, but got T.e71f0b957a65c831dc95638fc1aff58944af1fc3c30bb1405613ec3a4d66db51 (T.e71f0b957a65c831dc95638fc1aff58944af1fc3c30bb1405613ec3a4d66db51)		
Darklang.Stdlib.List.chunkBySizeHelper	093e1d354a813bf2643b97a234a26a0d0e078bb9b0afb301c26ac2fdbe89e6a7	yes		71880 bytes	match	match
Darklang.Cli.Conflicts.executeShow	0943c627449a1c06e2379ec26e6d8717ea02c1d24d376ee8ef9e9f33dc4a0bf4	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.WIP.AI.OpenAI.Responses.InputItem.contentPartToJson	0951db7b43148f4b9abfac6c7a9d2eb959ff5dd475554018693172f0250c1d3f	yes		6368 bytes	match	match
Darklang.WIP.AI.Anthropic.Content.toolResultText	09654cea562d21c26d7c4756511146ba181db776adea3fe4ddf08bdf6391a124	yes		1328 bytes	match	match
Darklang.WIP.AI.OpenAI.Responses.InputItem.image	09724c87afc2d344f9e99531b599ed83875bfa7d038864592f07238df7019330	yes		744 bytes	match	match
Darklang.Cli.Outliner.setNodeText	097977ca466fcf8ceb44aa7fbe340708eb0a6b4b82e68591efeac560b00d0cba	yes		11280 bytes	noargs	noargs|TCustomType ({ originalName = ["Outline"] resolved = Ok { name = Package (Hash "bdae473affdb05b9e3de1be65c3bb42a3eb1263e6691830a372bc7472d3f5b49") location = Some { owner = "Darklang" modules = ["Cli"; "Outliner"] name = "Outline" } } }, []), TInt, TString
Darklang.Stdlib.Html.td	09834959fa415e984d2c6a2b7e1a242e1c03e7df07ef6b3d17dfa0fa141f3464	yes		1040 bytes	ierr	ierr|[]
Darklang.WIP.AI.OpenAI.Audio.Transport.postJson	099336141e4108fe4c88951423ec35493bf55386935676144b2e705221bdb4d4	yes		232672 bytes	ierr	ierr|[Function (Package (Hash "099336141e4108fe4c88951423ec35493bf55386935676144b2e705221bdb4d4")); Function (Package (Hash "dd1111780e3679db102c6e0c118804368a19de88fff3990c018070e155cbdd2a")); Function (Package (Hash "dc2c6f30499e790d516015edc4d3664ae806960bae0d11148e3bb2a3bfcd9e60"))]
Darklang.LanguageTools.LspServer.Completions.processSearchResults	0995fb3d6125fd20b79f0adc8bab1c17bfb6cec4f492b94a9ae2992b9062b5b1	no	compiler: type error	fn.8af7a8b476ba358fe65a626256aaeea62f38ea122e8120241e8cbe4bcfec06c7's return value expects Stdlib.Option.Option<Int64>, but got Int64 (Int64)		
Stachu.TinyLang.intLiteral	099f67b6a24d2123a36403fbc5d2e354975f95d3cfc57caacfee51a532791702	yes		61248 bytes	unprovable	unprovable|T.92f9b06263f70264fcc992d14d33b58588e038c336fa7c7b462f96ee6f709c61.run: TFunction ([TString], TSum ("T.01d67bf08fa37c36d07598cf4c492d5b657dadb59f903d73756b5463fd6ec7a1", [TSum ("T.940ba6e247f645fc5c823db0a8ad09e5b98c2732137ca809ed5dc69c51bfe346", [])]))
